outlet,PC1,PC2
경향신문,0.9237563488375802,-0.9561312379520214
동아일보,-1.3863368942762189,-0.6252816271141871
연합뉴스,0.4104340976290693,-1.242552420566365
오마이뉴스,2.436266873818141,1.3412323158171833
조선일보,-2.238991718194013,1.0042146790645885
중앙일보,-0.675469262131213,0.6191540016496575
한겨레,0.530340554316654,-0.14063571089885632
